,id,user,tweet,location,created_at,retweet_count,class
5397,1426083060827705344,dineshksince93,"HBL Power Systems Ltd
The principal activities of the Company comprise of manufacturing of different types of Batte… https://t.co/LOWiJoOqvF","Dubai, United Arab Emirates",2021-08-13 07:27:51,0,renewable
5398,1426081857871908865,PanaceaGreens,#Solar Call 7376794037 https://t.co/mngbI49Bdc,INDIA | UAE,2021-08-13 07:23:04,0,renewable
5399,1426079262608658432,breakingnews4uo,"""Lorde’s Work Here Is Done. Now, She Vibes."" by Joe Coscarelli via NYT https://t.co/uB91QYAJoW https://t.co/PhzW5bbOfJ",Algeria,2021-08-13 07:12:46,0,renewable
5400,1426078382941511680,meteo_ejido,"el ejido
🕒 7h | ☀ Sunny

Wind: Calm
Gust: 0.0 m/s
Temperature: 24.6 °C
Humidity: 89 %
Pressure: 1019.5 hPa
Rain: 0.… https://t.co/IDGV9qIa10","El Ejido, España",2021-08-13 07:09:16,0,renewable
5401,1426077798972669953,meteoalfonso,"DENIA - SALADAR
🕒 9h | ☀ Sunny

Wind: 2.9 km/h NW
Gust: 5.4 km/h
Temperature: 25.9 °C
Humidity: 86 %
Pressure: 1019… https://t.co/xf50UfmRog","Dénia, España",2021-08-13 07:06:57,0,renewable
5402,1426077546777649153,SmythWeather,"High Country Weather
🕒 3h | 🌫 Clear with fog

Wind: Calm
Gust: 0.0 mph
Temperature: 63.1 °F
Humidity: 95 %
Pressure… https://t.co/Ci6dyytpRU",Virginia,2021-08-13 07:05:57,0,renewable
5403,1426077339423678465,ToyerToys,Where Is Xur Today? (Aug. 13-17) - Destiny 2 Xur Location And Exotics Guide: Xur returns to Destiny 2's solar syste… https://t.co/e3qFccGyEX,United Arab Emirates,2021-08-13 07:05:07,1,renewable
5404,1426071607743811584,Leader_Leafeon,@Batmanburg @byst33 @pravdoliub_i @PPathole Okay? Did you not read my point? The antarctic can be decribed as a des… https://t.co/3Y7nXCuivp,yes,2021-08-13 06:42:21,0,renewable
5405,1426069836552196098,CasqueiraJose,"💪🏾2Q results for #bp ✅✅ We've made good strategic progress, with 4 major project start-ups plus growth in solar☀, o… https://t.co/ujYM1K7TP8","Oeiras, Portugal",2021-08-13 06:35:18,0,renewable
5406,1426069027026264067,tumi_monakhisi,"All-in-one Energy Storage System
⚡ 5kw inverter
⚡ 5.1kwh Lithium-ion battery
⚡Sleek, elegant design
⚡ Get Off-Grid… https://t.co/BTJzBna7Tv","Johannesburg, South Africa",2021-08-13 06:32:05,154,renewable
5407,1426067146350682118,Hakawi2Wilson,"We are having new stock of solar flood lights and solar street lights for your home's, industry, Work places etc https://t.co/NI0BjxssBa",United kingdom,2021-08-13 06:24:37,0,renewable
5408,1426066960614313989,SRlalaland,"#BalochistanHeartOfPakistan 
@SRlalaland 
@WeAreVOIK 

implementation agreement of 1.2 million gallons per day desa… https://t.co/Vz4FdwGPh2","Karachi, Pakistan",2021-08-13 06:23:53,2,renewable
5409,1426066883720122370,Archophob1,@born342ppm @kirstygogan It's no magic. It's just cleaner &amp; safer than any reasonable alternative.… https://t.co/1SeQMTnZw7,W-tal,2021-08-13 06:23:34,6,renewable
5410,1426066551317348357,Dua_VIOK,The accords included the implementation agreement of 1.2 million gallons per day desalination plant and a solar pro… https://t.co/bMDXntpDFn,"Karachi, Pakistan",2021-08-13 06:22:15,6,renewable
5411,1426066182105358336,useaug,"It sounds like magic: Capturing energy from the sun and converting it into electricity. It's science, not magic. He… https://t.co/PjtR6wKdoe","Kampala, Uganda",2021-08-13 06:20:47,8,renewable
5412,1426065404280152066,SRlalaland,"#BalochistanHeartOfPakistan 
@SRlalaland 
@WeAreVOIK 

During the ceremony, the Chinese government also signed with… https://t.co/mXrDnEnkTN","Karachi, Pakistan",2021-08-13 06:17:42,1,renewable
5413,1426064844655140874,its_KanJoe,"@allande_N Get the best value added plots that consist of green spaces, elevated water tank murram access roads and… https://t.co/Rzg7NYfeb5","Eldoret, Kenya",2021-08-13 06:15:28,1,renewable
5414,1426063282272673792,Archophob1,"@GregChinery @Keeper_86 @kirstygogan actually, worn-out solar panels build up many orders of magnitude more tons of… https://t.co/LjRVrQ9edO",W-tal,2021-08-13 06:09:16,1,renewable
5415,1426062972762345472,GreenPInt,"Borehole drilling and casting of a hand pump in Wabusana, Kikyusa in Luweero District.

GPI is your best choice for… https://t.co/Qa2sPXr7KV",Kampala Uganda,2021-08-13 06:08:02,0,renewable
5416,1426062718499426305,lio_blue,"OinofytaWeatherStation
🕒 9h | ☀ Sunny

Wind: 1.8 km/h W
Gust: 7.2 km/h
Temperature: 28.3 °C
Humidity: 47 %
Pressure… https://t.co/COSqRMlDc9","Attica, Greece",2021-08-13 06:07:01,0,renewable
5417,1426062483190595585,SmythWeather,"High Country Weather
🕒 2h | 🌫 Clear with fog

Wind: Calm
Gust: 0.0 mph
Temperature: 63.1 °F
Humidity: 95 %
Pressure… https://t.co/w7h0f0H4zu",Virginia,2021-08-13 06:06:05,0,renewable
5418,1426062382921551873,meteo_ejido,"el ejido
🕒 6h | ☀ Sunny

Wind: Calm
Gust: 0.0 m/s
Temperature: 24.3 °C
Humidity: 89 %
Pressure: 1018.8 hPa
Rain: 0.… https://t.co/95ygpjbi2t","El Ejido, España",2021-08-13 06:05:41,0,renewable
5419,1426062097956450304,GggiUganda,You can save both money and the environment by investing in solar energy. #Solar power is essential to meeting… https://t.co/rLZlWiC6ag,"Kampala, Uganda",2021-08-13 06:04:33,3,renewable
5420,1426061026617921542,PowerAfricaUS,❗️ CALL FOR PROPOSALS 🇿🇦 | @DBSA_Bank is inviting private sector entities &amp; energy developers to submit proposals f… https://t.co/bEOZ1BEOFy,"Pretoria, South Africa",2021-08-13 06:00:18,0,renewable
5421,1426057771573727234,HasingerProf,And this is the partner view of the double Venus ride from our Solar Orbiter! https://t.co/P1ZGQnO7iL,"Madrid, Spain",2021-08-13 05:47:22,1,renewable
5422,1426055891875508224,DrMamoloto,"#MTBF - MEAN TIME BETWEEN FAILURES - shows how reliable are your equipments.
#MTTR - MEAN TIME TO REPAIR - is about… https://t.co/LaUCrR3woK",Mamoloto Technologies ,2021-08-13 05:39:54,0,renewable
5423,1426053142538559488,SunlidSolar,✅✅✅ Vertical Solar LED Street Light DETACHABLE STRUCTURE AESTHETIC APPEARANCE. https://t.co/kCEWpJt7OA… https://t.co/XzgFHfs2qp,Iraq,2021-08-13 05:28:58,0,renewable
5424,1426052248421941255,deeawndruh,@goodsigil Happy solar return!!! 🎉,Virginia,2021-08-13 05:25:25,0,renewable
5425,1426052204687921155,lalaland_75,"#BalochistanHeartOfPakistan 
@lalaland_75 
@WeAreVOIK 

including implementation agreement 1.2 MGD desalination pla… https://t.co/8otbaNqZpr","Karachi, Pakistan",2021-08-13 05:25:15,3,renewable
5426,1426052068696104960,lalaland_75,"#BalochistanHeartOfPakistan 
@lalaland_75 
@WeAreVOIK 

a Memorandum of Understanding to donate 3,000 sets of solar… https://t.co/wK5TmFaVxT","Karachi, Pakistan",2021-08-13 05:24:42,5,renewable
5427,1426051879478333443,niseylew,@JBerry290328 @blardyslartfast @songdo101 If elec companies start charging me for feedback of my solar generation i… https://t.co/A0QdYkXX08,Qld,2021-08-13 05:23:57,1,renewable
5428,1426051101443469312,lalaland_75,"#BalochistanHeartOfPakistan 
@lalaland_75 
@WeAreVOIK 

As per sources, the prime minister will also oversee the ag… https://t.co/NebT3TorQL","Karachi, Pakistan",2021-08-13 05:20:51,12,renewable
5429,1426049427605700609,khub79,"#BalochistanHeartOfPakistan
The accords included the implementation agreement of 1.2 million gallons per day desali… https://t.co/x9QALdvYyr","Karachi, Pakistan",2021-08-13 05:14:12,4,renewable
5430,1426049078685839363,khub79,"#BalochistanHeartOfPakistan
The accords included the implementation agreement of 1.2 million gallons per day desali… https://t.co/xzOCOSDkVT","Karachi, Pakistan",2021-08-13 05:12:49,10,renewable
5431,1426048190982332418,meteo_ejido,"el ejido
🕒 5h | 🌙 Clear

Wind: 0.2 m/s SW
Gust: 1.5 m/s
Temperature: 26.4 °C
Humidity: 70 %
Pressure: 1017.8 hPa
Ra… https://t.co/GvtW8aKfc9","El Ejido, España",2021-08-13 05:09:18,0,renewable
5432,1426047809367781378,keMasokwane,We have to start investing in solar electricity https://t.co/wuUALmdffe,"Gabane, Botswana",2021-08-13 05:07:47,4,renewable
5433,1426047287374008327,SmythWeather,"High Country Weather
🕒 1h | 🌫 Clear with fog

Wind: Calm
Gust: 0.0 mph
Temperature: 62.8 °F
Humidity: 95 %
Pressure… https://t.co/un0OOor435",Virginia,2021-08-13 05:05:42,0,renewable
5434,1426044909002371076,sapwallows,ONE WEEK UNTIL SOLAR POWER….,sour,2021-08-13 04:56:15,0,renewable
5435,1426041564992770050,traveltripza,"Portable Solar Power Banks https://t.co/KJVXYiGuft
#hashtag4 https://t.co/1ROIiqLaBe","Johannesburg, South Africa",2021-08-13 04:42:58,0,renewable
5436,1426038023079219202,Pleasant_Energy,"Go solar with Pleasant Energy.
📱 +92-308-1000014
📧 sales@pleasantenergy.org
🌐 https://t.co/Mt3QfyJbu3
#solarenergy… https://t.co/0OLGaNuAK3","Islamabad, Lahore, Karachi",2021-08-13 04:28:53,1,renewable
5437,1426033015340285955,meteoalfonso,"DENIA - SALADAR
🕒 6h | 🌫 Clear with fog

Wind: 3.2 km/h WNW
Gust: 5.4 km/h
Temperature: 25.3 °C
Humidity: 93 %
Pres… https://t.co/MVqWOIzmdC","Dénia, España",2021-08-13 04:08:59,0,renewable
5438,1426032569645215746,meteo_ejido,"el ejido
🕒 4h | 🌙 Clear

Wind: Calm
Gust: 0.0 m/s
Temperature: 25.6 °C
Humidity: 76 %
Pressure: 1017.6 hPa
Rain: 0.… https://t.co/be8Mqizqx5","El Ejido, España",2021-08-13 04:07:13,0,renewable
5439,1426032550837882881,SmythWeather,"High Country Weather
🕒 0h | 🌫 Clear with fog

Wind: Calm
Gust: 0.0 mph
Temperature: 62.2 °F
Humidity: 95 %
Pressure… https://t.co/PHAerkOSUT",Virginia,2021-08-13 04:07:09,0,renewable
5440,1426030966179500034,wheelin2serve,@machencyberwarr @Joshua_M_Hump @CliffVines I am loving the utility. Unrivalled. and I would definitely take the solar option.,PA,2021-08-13 04:00:51,0,renewable
5441,1426029454611070976,IndianEmbassyTR,"India achieves the milestone of installed renewable energy capacity of 100 GigaWatts...🎉🎊🎉🎉

Today, 🇮🇳 stands at 4t… https://t.co/C9QQdczHRz","Ankara, Türkiye",2021-08-13 03:54:50,3,renewable
5442,1426017682575564802,pro_in3,@danheld @elonmusk great !! more solar energy combined with some new tech innovation .. not fake flying to space lol,"Malaga, Spain",2021-08-13 03:08:04,0,renewable
5443,1426017428966883328,lio_blue,"OinofytaWeatherStation
🕒 6h | 🌙 Clear

Wind: 3.6 km/h SW
Gust: 11.5 km/h
Temperature: 22.6 °C
Humidity: 61 %
Pressu… https://t.co/s3T2GcRxjn","Attica, Greece",2021-08-13 03:07:03,0,renewable
5444,1426017335706533893,SmythWeather,"High Country Weather
🕒 23h | 🌫 Clear with fog

Wind: Calm
Gust: 0.0 mph
Temperature: 61.5 °F
Humidity: 95 %
Pressur… https://t.co/NitKH8onGx",Virginia,2021-08-13 03:06:41,0,renewable
5445,1426017208128397319,meteo_ejido,"el ejido
🕒 3h | 🌙 Clear

Wind: Calm
Gust: 0.0 m/s
Temperature: 25.6 °C
Humidity: 80 %
Pressure: 1018.1 hPa
Rain: 0.… https://t.co/ki7w8YYSYH","El Ejido, España",2021-08-13 03:06:11,0,renewable
5446,1426015199899922436,dylanbehavior,@kyndallcollinss Solar power,NASA,2021-08-13 02:58:12,0,renewable
5447,1426008941394333702,CasqueiraJose,"Power Above, Berries Below: Farmers Reap Double Benefits With Solar Power in Fields https://t.co/KGVaJ4txld https://t.co/EA7lvvi6uI","Oeiras, Portugal",2021-08-13 02:33:20,0,renewable
5448,1426002258362314756,SmythWeather,"High Country Weather
🕒 22h | 🌫 Clear with fog

Wind: Calm
Gust: 0.0 mph
Temperature: 62.1 °F
Humidity: 95 %
Pressur… https://t.co/8cKW6AiOft",Virginia,2021-08-13 02:06:46,0,renewable
5449,1426002156293922821,meteo_ejido,"el ejido
🕒 2h | 🌙 Clear

Wind: Calm
Gust: 0.0 m/s
Temperature: 25.4 °C
Humidity: 83 %
Pressure: 1018.3 hPa
Rain: 0.… https://t.co/RCcuTVzkkb","El Ejido, España",2021-08-13 02:06:22,0,renewable
5450,1425997734830645250,britishturbo,"@iyiprofil #MintySwap to the edge of the solar system!

Make sure to visit the official $Mintys TG group also!

https://t.co/uaLcLjSwn4",The Other Side,2021-08-13 01:48:48,0,renewable
5451,1425996991818051596,nazani14,@Oracle Why wait? Slap solar panels on that big assed roof now.,Virginia,2021-08-13 01:45:51,0,renewable
5452,1425993472570499074,Leader_Leafeon,"@iishmalkhan @engineers_feed I think it can. Imagine looking down the largest canyon in the solar system, or standi… https://t.co/XjFd3Cu7IL",yes,2021-08-13 01:31:52,0,renewable
5453,1425987864471523336,meteoalfonso,"DENIA - SALADAR
🕒 3h | 🌙 Clear

Wind: 4.7 km/h NW
Gust: 5.4 km/h
Temperature: 25.4 °C
Humidity: 91 %
Pressure: 1017… https://t.co/9H83eey1mk","Dénia, España",2021-08-13 01:09:35,0,renewable
5454,1425987491467771908,SmythWeather,"High Country Weather
🕒 21h | 🌫 Clear with fog

Wind: Calm
Gust: 0.0 mph
Temperature: 64.2 °F
Humidity: 93 %
Pressur… https://t.co/9hwJG67soM",Virginia,2021-08-13 01:08:06,0,renewable
5455,1425987269043834890,meteo_ejido,"el ejido
🕒 1h | 🌙 Clear

Wind: Calm
Gust: 0.0 m/s
Temperature: 25.9 °C
Humidity: 82 %
Pressure: 1018.3 hPa
Rain: 0.… https://t.co/tbiCoDel52","El Ejido, España",2021-08-13 01:07:13,0,renewable
5456,1425981072148516868,chorocurus,@Cojomax99 @kingbdogz one idea I have is adding solar energie or other renweable energie as mod to power furnaces i… https://t.co/9ommAKqYVv,yes,2021-08-13 00:42:35,0,renewable
5457,1425980288484757508,Alieu7,"Everyone be nagging @NAWEC_Gambia 😂😂 y'all need solar in your lives! 
Talking about SOLAR? I don't have either desp… https://t.co/2cgYhBGfTn",Gambia,2021-08-13 00:39:28,3,renewable
5458,1425978095555731458,GastonGuia,"@EndTesla @JohnnaCrider1 - battery swap in 3 minutes
- desperate housewive set powered by solar shingles
- Powerpac… https://t.co/TgyHPDHCy3",Chile,2021-08-13 00:30:46,0,renewable
5459,1425972561356132359,meteo_ejido,"el ejido
🕒 0h | 🌙 Clear

Wind: Calm
Gust: 0.0 m/s
Temperature: 26.3 °C
Humidity: 80 %
Pressure: 1018.3 hPa
Rain: 0.… https://t.co/oARb4aQBS1","El Ejido, España",2021-08-13 00:08:46,0,renewable
5460,1425972314072551431,lio_blue,"OinofytaWeatherStation
🕒 3h | 🌙 Clear

Wind: Calm
Gust: 2.9 km/h
Temperature: 22.6 °C
Humidity: 60 %
Pressure: 1016… https://t.co/ammK3PDTUf","Attica, Greece",2021-08-13 00:07:47,0,renewable
5461,1425971801868361732,SmythWeather,"High Country Weather
🕒 20h | 🌙 Clear

Wind: Calm
Gust: 0.0 mph
Temperature: 67.5 °F
Humidity: 91 %
Pressure: 30.09… https://t.co/rHImzbTnQm",Virginia,2021-08-13 00:05:45,0,renewable
5462,1425971799171403778,hao_solar,"* ✅ 2 years warranty 
* ✅ Very easy to install
* ✅Remote control
* ✅High brightness
* ✅Last all night 
* ✅ 4-5 hrs… https://t.co/lVYWtCsxE6","Tema, Ghana",2021-08-13 00:05:44,0,renewable
5463,1425970550132908036,hao_solar,"Rechargeable Solar Bulb 
* ✅ Price : Ghs 80
* ✅ Very easy to install
* ✅Remote control
* ✅High brightness
* ✅10-12… https://t.co/kVP0dbebKS","Tema, Ghana",2021-08-13 00:00:47,0,renewable
5464,1425958270104084482,SolarFiji,"2.9kWp Hybrid Solar Installation in Wainadio
https://t.co/7KGLQoEZM3

#solarfiji #Wainadoi #suva #fijiislands… https://t.co/8AQMZEVGOX",Fiji,2021-08-12 23:11:59,1,renewable
5465,1425957258136104971,SmythWeather,"High Country Weather
🕒 19h | ☀ Sunny

Wind: Calm
Gust: 0.0 mph
Temperature: 69.6 °F
Humidity: 90 %
Pressure: 30.11… https://t.co/tJaSvBEiez",Virginia,2021-08-12 23:07:58,0,renewable
5466,1425957160530350083,meteo_ejido,"el ejido
🕒 23h | 🌙 Clear

Wind: Calm
Gust: 0.0 m/s
Temperature: 26.5 °C
Humidity: 79 %
Pressure: 1018.6 hPa
Rain: 0… https://t.co/ySceKTUSCP","El Ejido, España",2021-08-12 23:07:34,0,renewable
5467,1425943505835380737,TheAtlanteanLLC,@sevenofsuns Definitely Apollo around you and lots of solar energy.,Thaumiel ,2021-08-12 22:13:19,0,renewable
5468,1425942943462985731,meteoalfonso,"DENIA - SALADAR
🗓 8/12/21 | Daily summary

Wind: 4.3 km/h N
Gust: 27.7 km/h
Temperature: 34.7 | 25.3 °C
Humidity: 8… https://t.co/yw6RBnnob8","Dénia, España",2021-08-12 22:11:05,0,renewable
5469,1425942594954092544,meteo_ejido,"el ejido
🕒 22h | 🌙 Clear

Wind: Calm
Gust: 0.0 m/s
Temperature: 26.7 °C
Humidity: 80 %
Pressure: 1018.2 hPa
Rain: 0… https://t.co/hHLIUrxGWA","El Ejido, España",2021-08-12 22:09:42,0,renewable
5470,1425942576427900940,SmythWeather,"High Country Weather
🕒 18h | ☀ Sunny

Wind: Calm
Gust: 0.0 mph
Temperature: 69.4 °F
Humidity: 91 %
Pressure: 30.12… https://t.co/nz6XBeqtMW",Virginia,2021-08-12 22:09:37,0,renewable
5471,1425941868060332037,meteoalfonso,"DENIA - SALADAR
🕒 0h | 🌙 Clear

Wind: 1.1 km/h NNW
Gust: 5.4 km/h
Temperature: 26.4 °C
Humidity: 89 %
Pressure: 101… https://t.co/AwsXiBBkjx","Dénia, España",2021-08-12 22:06:48,0,renewable
5472,1425939303557910533,Oteng_Lamola,@MolotoMothapo @nzwaki_mahlulo That's why we should swiftly move to solar panels,"Pretoria, South Africa",2021-08-12 21:56:37,0,renewable
5473,1425938436058337281,yxyukon,@yukonrpmostyn Cool! But why can't my Condo Corp in Whitehorse install solar panels on the roof and sell electricit… https://t.co/Cd2LLVPdCp,"Whitehorse, YT",2021-08-12 21:53:10,0,renewable
5474,1425932552259395594,Tsholetsang__,"Almost as expensive as groceries, let's start solar stokvels because wow. https://t.co/nMsXHLgQQ2","Pretoria, South Africa",2021-08-12 21:29:47,0,renewable
5475,1425927219415818248,SmythWeather,"High Country Weather
🕒 17h | ☀ Sunny

Wind: Calm
Gust: 0.0 mph
Temperature: 67.6 °F
Humidity: 92 %
Pressure: 30.11… https://t.co/uQbfM97xDP",Virginia,2021-08-12 21:08:36,0,renewable
5476,1425927103325802497,lio_blue,"OinofytaWeatherStation
🕒 0h | 🌙 Clear

Wind: 1.4 km/h SW
Gust: 8.6 km/h
Temperature: 25.9 °C
Humidity: 49 %
Pressur… https://t.co/rqEEh6Oj3i","Attica, Greece",2021-08-12 21:08:08,0,renewable
5477,1425927002591268871,meteo_ejido,"el ejido
🕒 21h | 🌙 Clear

Wind: Calm
Gust: 0.0 m/s
Temperature: 26.8 °C
Humidity: 78 %
Pressure: 1018.2 hPa
Rain: 0… https://t.co/UHoP7ROEUT","El Ejido, España",2021-08-12 21:07:44,0,renewable
5478,1425925075052732420,RawandKurdy,"@HiwaAfandi And you are talking solar system, it gets crazier the more you go up, galaxy clusters and up are super… https://t.co/sTvS0Iv2LN","Kurdistan, Iraq",2021-08-12 21:00:04,0,renewable
5479,1425924961546481678,bonniesue65,@Maggie_Nickson @atrupar https://t.co/clxZKIiJmg I had to look for it too., Pa,2021-08-12 20:59:37,0,renewable
5480,1425924809741983754,GoogleMyrna,"@OldSchoolSciFi @AnnaForFlorida @CarlosGSmith They already have. Again? we can not afford it. 
We need other sources. 
Solar panels.",IL ,2021-08-12 20:59:01,0,renewable
5481,1425923766941589509,GastonGuia,"@guslabu @YatinKheti @WholeMarsBlog Elon literally said ""these houses are solar powered"". In reality they were not.… https://t.co/rsPlT6OcV1",Chile,2021-08-12 20:54:53,0,renewable
5482,1425923694996643841,chestervancan,"@briantylercohen As a flamer myself, I can attest that it has nothing to do with solar energy",Virginia,2021-08-12 20:54:35,0,renewable
5483,1425919995108859915,NationalsLiker,Regret to inform that he’s right. https://t.co/bO41OQQpdB https://t.co/tBnsAAZZ9P,Virginia,2021-08-12 20:39:53,0,renewable
5484,1425919038245380097,MNanochemistry,Enabling the next generation of organic solar cells https://t.co/pfuSNMWBim,"Ciudad Real, Spain",2021-08-12 20:36:05,2,renewable
5485,1425918885757325321,abdenourboudali,@thelordecrave OMG SOLAR POWER WON'T GO #1 I FEAR 😭,Mostaganem                    ,2021-08-12 20:35:29,0,renewable
5486,1425918513089179650,LifeOfYara,@mount_bees I thought Louie Ghomert sounded outlandish and I am a big supporter of clean energy but found this vide… https://t.co/kLrKS9XfLt,Sunny AZ,2021-08-12 20:34:00,1,renewable
5487,1425916841231327241,abameen313,"@Hammad_Azhar Give subsidies on home solar installation to solve the power issues for ever. 

Stop giving subsidies… https://t.co/ToszcTv1V1","Dubai, United Arab Emirates",2021-08-12 20:27:21,0,renewable
5488,1425913355580190727,lalaland_75,"#BalochistanHeartOfPakistan 
@lalaland_75 
@WeAreVOIK 

The accords included the implementation agreement of 1.2 mi… https://t.co/W2tKiiZ9YH","Karachi, Pakistan",2021-08-12 20:13:30,2,renewable
5489,1425911725686149130,SmythWeather,"High Country Weather
🕒 16h | ☀ Sunny

Wind: Calm
Gust: 0.0 mph
Temperature: 70.7 °F
Humidity: 85 %
Pressure: 30.13… https://t.co/wS4wdhzA5C",Virginia,2021-08-12 20:07:02,0,renewable
5490,1425910178130579456,ANaved3,@kevsandlin @ossoff The Government spending a to. Of money improving things like roads and bridges will absolutely… https://t.co/OHpgi7GQVT,Virginia,2021-08-12 20:00:53,0,renewable
5491,1425909507390066693,bbm10898881,My other half has put solar lights around the trees in the garden and bought a four poster bed to go outside. All w… https://t.co/q1i2YlurHX,"Valencia, Comunidad Valenciana",2021-08-12 19:58:13,0,renewable
5492,1425906318620123144,CleanBluePlanet,"Examples of Earth's resources that are conserved

Coal, natural gas, solar power, wind power, hydroelectric power.… https://t.co/Mhjh1VVzfX",Pacific North West,2021-08-12 19:45:33,0,renewable
5493,1425905284359274498,GastonGuia,@goldensky_1970 @WholeMarsBlog yeah the solar shingles that were presented looked like real shingles. the solar roo… https://t.co/YEuCvZu1Cw,Chile,2021-08-12 19:41:26,0,renewable
5494,1425901501088632835,hany_hash,@H_MitchellPhoto Can I fly him over a solar farm &amp; explode him instead?,"Madrid, Spain",2021-08-12 19:26:24,0,renewable
5495,1425899473113427972,luxortimes,Exclusive in English: Full Story of King Khufu Solar Boat Relocation to GEM #Egypt #Egyptology #Archaeology… https://t.co/f1zKm8NYTO,"Luxor,Egypt",2021-08-12 19:18:20,19,renewable
5496,1425899288740220935,CloudgreenHq,ICYMI: Our team was out earlier today and a number of sparky dryers were distributed. Post harvest processing is ke… https://t.co/HjM8KKPjn8,"Kampala, Uganda",2021-08-12 19:17:37,0,renewable
5497,1425898944874352645,H_MitchellPhoto,"Louie Gohmert thinks birds explode when they fly over solar farms. No, I am not making this up.",Kruger National Park,2021-08-12 19:16:15,2185,renewable
5498,1425897876362649603,andresvilarino,"Meet #Squad, the 1st #solar-powered #Citycar via @DigitalTrends

#startup #urbanAreas #ElectricCars… https://t.co/hbsY1ex9f5","Madrid, Spain",2021-08-12 19:12:00,0,renewable
5499,1425897170553683971,SmythWeather,"High Country Weather
🕒 15h | ☀ Sunny

Wind: 1.3 mph SW
Gust: 3.4 mph
Temperature: 76.3 °F
Humidity: 77 %
Pressure:… https://t.co/VLmGRRpW36",Virginia,2021-08-12 19:09:12,0,renewable
5500,1425896590833819651,meteoalfonso,"DENIA - SALADAR
🕒 21h | 🌙 Mostly clear

Wind: 0.4 km/h N
Gust: 1.8 km/h
Temperature: 29.2 °C
Humidity: 71 %
Pressur… https://t.co/x104858PuN","Dénia, España",2021-08-12 19:06:53,0,renewable
5501,1425894689757138951,GastonGuia,"@goldensky_1970 @WholeMarsBlog nikola faked a truck by rolling it down a hill, tesla faked solar shingles by musk j… https://t.co/hDXy3PR9h6",Chile,2021-08-12 18:59:20,0,renewable
5502,1425894299363946504,AParaprath,"Team @Sonnenwagen Aachen is going for gold with the unveiling of the Sonnenwagen 3, a #SolarPowered car built by st… https://t.co/1aoJ4JWpvS",Qatar,2021-08-12 18:57:47,0,renewable
5503,1425894250894483460,FarhanVLOGS,"I'm fleeing zabul as I speak, it's dark and the network is bad, I've charged my phone with solar panel energy but i… https://t.co/Wnntl9HkIJ",Afghanistan,2021-08-12 18:57:35,29,renewable
5504,1425892248831602692,JessUsti,"With our new system in place, we've added 7 kW of new solar to our existing 1.5 kW. Based on our usage in a typical… https://t.co/f3v5XrcNPb",Bella Bella,2021-08-12 18:49:38,2,renewable
5505,1425892231811043332,JessUsti,"Recently, we committed to BIG improvements in our solar capacity! Our new panels arrived by float plane to nearby N… https://t.co/RinqlQ5X7T",Bella Bella,2021-08-12 18:49:34,0,renewable
5506,1425892221312700416,JessUsti,We also included a little solar array which fed into our battery bank to offset our diesel use. This helped to redu… https://t.co/voKhTaMduE,Bella Bella,2021-08-12 18:49:32,1,renewable
5507,1425892210596323335,JessUsti,"*Indigenous solar success story!*

Around 2001, @qqsprojects worked with partners to raise the $ needed to buy back… https://t.co/IFSyrd2uZB",Bella Bella,2021-08-12 18:49:29,41,renewable
5508,1425891651071905800,Brucekmain,"@Agrizzi8 LPG has a place, nuclear especially thorium ya. But no no no the entire planet runs on sunlight greatest… https://t.co/59i3nVtD81","Johannesburg, South Africa",2021-08-12 18:47:16,0,renewable
5509,1425890207841280003,GastonGuia,@guslabu @YatinKheti @WholeMarsBlog The solar shingles were fake as fuck and until now there are no solar shingles… https://t.co/X9SBXby60c,Chile,2021-08-12 18:41:31,0,renewable
5510,1425889914785353728,koecharlesk,@Gideon_Kitheka @chapatimistress @SafaricomPLC @Safaricom_Care Your comment is unfortunate and I think it may impac… https://t.co/ei3wr5vFsj,"Eldoret, Kenya",2021-08-12 18:40:22,0,renewable
5511,1425887536451305476,HizemChokri,"Welcome birds to your #yard and #garden with the whimsical, wild beauty of this solar #bird #feeder. With a glass p… https://t.co/hpi5WXYs9S",Tunisia,2021-08-12 18:30:55,0,renewable
5512,1425886966126678022,GastonGuia,@guslabu @YatinKheti @WholeMarsBlog Ok obfuscate. Why in your mind are the fake solar shingles and the fake iphone… https://t.co/tJ6XULueup,Chile,2021-08-12 18:28:39,0,renewable
5513,1425885408437673988,bonniesue65,@atrupar About a 130 birds died going over a solar array that's being built. It's not regular solar panels. The eng… https://t.co/qbQNbZfHT2, Pa,2021-08-12 18:22:27,0,renewable
5514,1425884808022986752,GastonGuia,@YatinKheti @guslabu @WholeMarsBlog What's the difference between pretending to have solar chingones and pretending to have a working truck?,Chile,2021-08-12 18:20:04,0,renewable
5515,1425884438357962753,Smz18081338,@Acleo256 Girls once urinated in that thing 😂😂😂. Nigga bought solar panels for preps,Entebbe,2021-08-12 18:18:36,0,renewable
5516,1425883421797146626,mccbrito,California Panel Backs Solar Mandate for New Buildings https://t.co/xfTMiHWULM,"Lisboa, Portugal",2021-08-12 18:14:34,1,renewable
5517,1425882237627678726,TNR_Gold,"#TNRGold Investors are digesting news from $MUX, #Argentina &amp; a solid benchmark for your valuations of $TNR.v Coppe… https://t.co/GbTp76JUcP","Vancouver, BC (TSX.V: TNR)",2021-08-12 18:09:51,2,renewable
